created_at,text,related,infection,self
2009-10-27T18:08:58Z,"hmm kids r fattest ever, lowest vitamin D ever, getting hammerd by pig flu, and spend most time in front of a screen of some sort..",1,NA,NA
2009-11-19T21:56:53Z,@natasharadmehr  Getting in early to wish you happy birthday for tomorrow and hope the burd flu is getting better! x,1,0,0
2009-08-21T01:21:10Z,"Mad cow (no beef), Bird flu ( no chicken) and now Swine Flu (no pork).. so guess the only thing safe to eat is pussy.",0,NA,NA
2009-10-28T02:38:33Z,Top News: Anxious Crowds Meet Ad Hoc Swine Flu Police http://bit.ly/1AYmgM http://bit.ly/2kG0qO,0,NA,NA
2009-10-28T01:23:13Z,Heard on Alex Jones radio show today...Obama's children are NOT getting the swine flu shot. Why should you?,1,NA,NA
2009-10-27T19:24:21Z,National Council of Nonprofits has a H1N1 Flu Preparedness for Nonprofits page. If you are worried about how the... http://bit.ly/vXRPY,0,NA,NA
2009-09-21T03:17:17Z,Do you know the difference between the bird flu and the swine flu? The bird flu requires tweetment and the swine flu reguires oinkment......,0,NA,NA
2009-10-27T19:28:48Z,"@ShannonKButcher oh, thank god! i thought i was getting swine flu!",1,1,1
2009-09-27T22:15:20Z,is lil worried. 07 Chinese year of the Chicken bird flu; 08 Horse Australia got equine flu; 09 Pig swine flu. 10? It's the year of the Cock!,0,NA,NA
2009-11-20T13:14:54Z,Giving n & getting the flu shot....@billwhitt convinced me that vacation is more fun if I'm not sick,1,1,1
2009-10-28T01:19:32Z,Ditto!  RT @KitchenStew: @5minutesformom I'm more scared of the #H1N1 vaccine than the flu itself!,1,NA,NA
2009-10-27T20:59:52Z,"I am thinking of signing up for flu shot, then scalping my spot on StubHub RT @ocktalks1  Flu shot's available at work this week",0,NA,NA
2009-10-27T19:22:02Z,"@eammon Don't live in fear. Yes, you could get the swine flu. You could also wreck your car every time you get in it.",0,NA,NA
2009-09-27T05:08:31Z,RT @KeeshRedd: @WP_SHAWN hey! whats goin on wit the pic?? lol » Bird flu I move chickens!,0,NA,NA
2009-11-19T21:11:00Z,Getting the H1N1 flu shot today. Never thought I would be excited about getting a shot lol,0,NA,NA
2009-11-20T10:56:53Z,Dont fear swine flu vaccine:  http://bit.ly/2M3yDp,0,NA,NA
2009-10-28T01:43:58Z,these stupid flu commercials are getting really old really fast lol... Pc4pC 8),0,NA,NA
2009-10-28T03:35:36Z,New post: Anxious Crowds Meet Ad Hoc Swine Flu Police - New York Times (http://bit.ly/3SJLhC),0,NA,NA
2009-11-19T19:42:03Z,Mall Santas Fear Swine Flu - Holidays News - Holidash: http://bit.ly/3uAOhM via @addthis,0,NA,NA
2009-10-27T19:28:43Z,Swine flu vaccine slow in arriving: only 8 million doses in a week: The agency had hoped to be getting 20 milli.. http://bit.ly/4wTqp,0,NA,NA
2009-08-30T13:06:26Z,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,0,1,0
2009-08-30T13:06:26Z,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,1,1,0
2009-10-27T19:07:52Z,Heading out soon for a flu shot and a follow up at the oral surgeon. Getting older is a treat. Or is it a trick?,0,NA,NA
2009-10-27T19:23:54Z,#news Swine flu risk to pregnant women: A leading obstetrician say he is concerned about the increasing number ..  http://bit.ly/4aynLw,0,NA,NA
2009-10-28T02:36:09Z,"@damontucker is getting the flu shot important? I never really thought about getting it, but lots of people tell me that I should.",0,NA,NA
2009-10-27T19:32:35Z,CR police getting H1N1 flu shots today.,0,NA,NA
2009-10-28T00:00:29Z,back from getting the swine flu shot. didnt hurt at all.. really..,0,NA,NA
2009-10-27T20:37:39Z,RT @schmind: @Tatiana_Noel i'm adventist. its bird flu lol&lt;--LMAO!,0,NA,NA
2009-11-20T10:08:57Z,@SarahMaginnis yes. Both my girls have already had it and it was very mild - just a high temp for 1-2 days. Would be worried if flu....,1,0,1
2009-10-27T19:07:58Z,@mmh1 Pfft! I don't have the flu--I've had my shot. Therefore there's nothing to worry about. :-P,0,NA,NA
2009-10-28T01:28:45Z,Thinking about whether or not I should get the H1N1 flu shot. I don't particularly want to.,1,NA,NA
2009-10-27T20:31:36Z,RT @momlogic: Cheerleader Can't Walk after Getting Flu Shot http://su.pr/1uVhzr,0,NA,NA
2009-11-18T18:53:18Z,RT yes getting her the flu and h1n1 shot  @FatherWizard: @cdanigirl She all right ?,0,1,1
2009-10-28T00:32:38Z,The best way to treat the flu?  Avoid getting it in the first place!! Check out www.uhichicago.com for some tips and advice,0,NA,NA
2009-10-27T22:05:23Z,"bird flu, swine flu, now there's dog flu...should your pet get a flu shot? More at 6 o'clock on ABC 33/40 News",0,NA,NA
2009-10-27T22:40:25Z,Do you think people are getting a little crazy about the H1N1 flu???,0,NA,NA
2009-10-27T12:45:40Z,RT @PhillyInquirer: Student's sudden death fuels fear of swine flu. http://bit.ly/2qtzfy,0,NA,NA
2009-10-27T14:11:12Z,Getting ready to get the flu shot...the nurse looks like she's eddie munster sister...or brother??,0,NA,NA
2009-11-19T02:22:31Z,Goldman: Flu Fear Spurs Donation! | The Big Picture: (Reuters) New York: Having inoculated its employees with H.. http://bit.ly/1ZERnI,0,NA,NA
2009-11-19T02:34:14Z,@Trina_in_RI I will be ur friend as long as u keep the bird flu to urself!!!!!!,1,0,0
2009-10-04T18:00:58Z,"Also could this virus have been related to the bird flu? Can we trust world -wide
governments to tell  the  truth!!!!!!!!",0,NA,NA
2009-11-19T15:21:42Z,just got swine flu injection. kinda nervous about this,0,NA,NA
2009-11-19T08:56:08Z,USA Today:  1.5M per day getting swine flu vaccine in China . More #Swine Flu #news - http://tinyurl.com/lwe3fk,0,NA,NA
2009-11-19T00:16:08Z,Ala. schools getting nasal H1N1 vaccine: Alabama Health officials say there has been no let up of the swine flu.. http://bit.ly/ga8MA,0,NA,NA
2009-10-04T04:27:34Z,RT @boandcharlie: Woman paralyzed after getting swine flu shot in 1976 http://url4.eu/a26m,0,NA,NA
2009-11-19T10:35:59Z,"Dr. Shawn&#39;s Blog » Population and Individual Statistics and A Few ...: For me, not getting the flu vaccine .. http://bit.ly/4asKlS",0,NA,NA
2009-10-27T17:07:15Z,"People, stop getting sick! I know 5 people who have/had the swine flu and about 20 who are/were sick! Definitely stocking up on vitamin c!",1,0,0
2009-11-19T06:08:20Z,RT @fredshadian: 7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade),0,NA,NA
2009-11-18T20:32:21Z,plus side of my flu-induced weight loss (and excuse me if this is TMI): no longer any need to worry about wearing a bra.,0,NA,NA
2009-10-27T17:30:25Z,"Senate moderates voice concern over public option 
    (AP)Swine Flu Updates! http://tinyurl.com/yhzf3rj",0,NA,NA
2009-11-19T04:40:48Z,Found out that getting the swine flu vaccine is in two different ways for a reason the spray contains live strands http://tl.gd/100np,0,NA,NA
2009-10-27T15:52:00Z,Just booked time off to take Finley to one of the H1N1 flu shot clinics here in Ottawa. Long waits but I think it's better than getting it.,1,1,1
2009-11-19T14:16:57Z,"News Story 11/18/09 - http://twurl.nl/xgm2d0It isn't getting as much press as the H1N1 flu virus, but it's extremely lethal. Chronic Obs..",0,NA,NA
2009-10-27T17:46:23Z,Footballers Warned Against Spitting As Swine Flu Fear Thickens http://bit.ly/gfNSM,0,NA,NA
2009-10-27T17:04:07Z,Carlo Ancelotti not concerned by swine flu outbreak: Business as usual says Blues' boss… http://bit.ly/6jZZL,0,NA,NA
2009-10-27T13:00:27Z,"I have this bad gut feeling about getting an H1N1 shot.  Never had a flu shot in my adult life, why start now? (knocking on wood)",0,NA,NA
2009-11-19T04:33:43Z,H1N1 Swine Flu symptom worry has Moms doing more for their children&#39;s health: Examiner.com A survey release.. http://bit.ly/2jSEsX,0,NA,NA
2009-11-19T14:38:24Z,newStream ©: Why bird flu has not become a pandemic http://tinyurl.com/yko2kub,0,NA,NA
2009-11-18T23:54:52Z,Swine Flu got you down? Thinking about getting the H1N1 Vaccine? I did it! Here's my report http://boyermeetsworld.wordpress.com/,0,NA,NA
2009-11-19T14:00:22Z,Dr. Sanjay Gupta is full of crap. I mean what kind of doctor are you if you can't even avoid getting swine flu?,1,NA,NA
2009-11-19T06:13:17Z,"Day 4: Seinfeld, Seinfeld, friends, friends, Seinfeld, Seinfeld, sex and the city, sex and the city....the flu is getting boring",0,NA,NA
2009-11-19T09:01:51Z,1.5M per day getting swine flu vaccine in China|China's health minister said Wednesday his country is vaccinating .. http://oohja.com/x2l6q,0,NA,NA
2009-11-15T11:11:48Z,Dont fear swine flu vaccine (The Cambrian)|While watching the HBO miniseries about the life of President John .. http://oohja.com/x2e0Z,0,NA,NA
2009-10-27T15:47:02Z,"with everyone around me getting sick with colds & flu, Vit C is my best friend!!!",1,NA,NA
2009-11-19T04:50:07Z,Must be getting over the flu. Just got an erection for the first time in several days. Zombie penis lives!!!,1,0,1
2009-09-17T17:00:42Z,"Flu Experts Gear up for Pandemic of Vaccine Worry: One million heart attacks, 700,000 strok.. http://bit.ly/Jmgvt
 http://bit.ly/1Y7RsT",0,NA,NA
2009-11-19T09:05:21Z,"1.5M per day getting swine flu vaccine in China: China's health minister said Wednesday hi.. http://bit.ly/48UgWY
 http://bit.ly/1Y7RsT",0,NA,NA
2009-10-27T17:37:18Z,Worried about the H1N1 Flu (aka Swine Flu). Go straight to the source for the most accurate information - the CDC's... http://bit.ly/mqWVh,0,NA,NA
2009-09-09T00:20:27Z,@sluggirl I'm actually a little surprised that this campus hadn't already done bird flu planning. I was drawn into that back in IL.,0,NA,NA
2009-11-19T04:29:44Z,H1N1 Swine Flu symptom worry has Moms doing more for their children&#39;s health http://bit.ly/4gCvrd,0,NA,NA
2009-11-19T15:17:48Z,the bird flu endemic in the world http://is.gd/4YPL9,0,NA,NA
2009-10-27T15:32:38Z,Flu Season: The health department is currently out of the seasonal flu vaccine. We do anticipate getting more. .. http://bit.ly/N90a2,1,NA,NA
2009-10-27T17:45:38Z,Is everyone getting the N1H1 flu shot?,0,NA,NA
2009-10-27T12:28:35Z,GUARDIAN Gary Megson not concerned by threat of swine flu infections from Chelsea: • Bolton have alread.. http://bit.ly/31cB5Y,0,NA,NA
2009-10-27T14:29:50Z,How can you reduce your chances of getting #swine flu?  http://ow.ly/wQ09,0,NA,NA
2009-10-27T16:22:07Z,Omg! I'm never getting another Flu shot or the Swine Vaccine!! You can end up not being able to walk!!! How deee http://myloc.me/1dp13,0,NA,NA
2009-11-18T20:31:14Z,"hey, remember bird flu?",0,NA,NA
2009-11-19T08:45:21Z,"1.5M Per Day Getting Swine Flu Vaccine in China - ABC News: China's health minister said Wednesday hi.. http://bit.ly/1BnYXy
 #swineflu",0,NA,NA
2009-12-01T19:31:13Z,Fear the flu? Some answers here  http://bit.ly/HCsEP,1,NA,NA
2009-12-01T19:31:13Z,Fear the flu? Some answers here  http://bit.ly/HCsEP,0,NA,NA
2009-11-18T23:45:23Z,Wow just got a shot (no not for swine flu) but damn my arm hurts. And why on earth does getting a shot always make me laugh hysterically?,0,NA,NA
2009-10-27T14:30:18Z,Swine flu vaccine : like getting a mild flu and a painful left shoulder. ,0,NA,NA
2009-10-27T14:15:37Z,"RT @tweetmeme 3rd Story – Desiree Jennings Getting Worse, All From Flu Shot! – VaccinationEducation.com http://bit.ly/1dS6S8 #vaccine",0,NA,NA
2009-11-19T07:13:57Z,New research helps explain why bird flu has not caused a pandemic http://bit.ly/1Q6b3j,0,NA,NA
